FoV,Y-Offset,Mean IoU,1,7,50,52,90
71.0,1.1,0.9240418408410008,0.9090909090909091,0.9320388349514563,0.946979865771812,0.9447942905121747,0.8873053038786521
71.0,1.1033333333333335,0.921903641716735,0.9090909090909091,0.9320388349514563,0.9319682959048877,0.9461845701072105,0.8902355985292115
71.0,1.1066666666666667,0.922133253193862,0.9090909090909091,0.9320388349514563,0.9313531353135314,0.947978096040438,0.8902052905729751
71.0,1.11,0.9221114937328174,0.9090909090909091,0.927536231884058,0.9319682959048877,0.9494779031747705,0.8924841286094614
71.0,1.1133333333333333,0.91265585571402,0.8490566037735849,0.927536231884058,0.9332010582010583,0.9580672626649638,0.8954181220464352
71.0,1.1166666666666667,0.9120933044615803,0.8411214953271028,0.927536231884058,0.9338186631369954,0.9598038170380637,0.8981863149216818
71.0,1.1199999999999999,0.9130734475365333,0.8411214953271028,0.927536231884058,0.9344370860927153,0.9612386545648692,0.9010337698139215
71.0,1.1233333333333333,0.910873797540701,0.8411214953271028,0.927536231884058,0.918918918918919,0.9629867351305093,0.9038056064429159
71.0,1.1266666666666665,0.901646819017234,0.8333333333333334,0.8807339449541285,0.9313531353135314,0.9560933818804883,0.9067202996046883
71.0,1.13,0.9014735252062499,0.8333333333333334,0.8767123287671232,0.9319682959048877,0.9556365195027862,0.9097171485231187
71.06666666666666,1.1,0.9236705092763009,0.9090909090909091,0.9320388349514563,0.9441284710605554,0.9447942905121747,0.8883000407664084
71.06666666666666,1.1033333333333335,0.9240258266116929,0.9090909090909091,0.9320388349514563,0.9416082749416083,0.9461845701072105,0.8912065439672802
71.06666666666666,1.1066666666666667,0.9229556601947969,0.9090909090909091,0.9320388349514563,0.9316606140640475,0.947978096040438,0.8940098468271335
71.06666666666666,1.11,0.9223555252123742,0.9090909090909091,0.927536231884058,0.9319682959048877,0.9494779031747705,0.8937042860072458
71.06666666666666,1.1133333333333333,0.917810567309119,0.8737864077669902,0.927536231884058,0.9332010582010583,0.9580672626649638,0.8964618760285245
71.06666666666666,1.1166666666666667,0.913921300706526,0.8490566037735849,0.927536231884058,0.9338186631369954,0.9598038170380637,0.8993911876999278
71.06666666666666,1.1199999999999999,0.9133221801161922,0.8411214953271028,0.927536231884058,0.9344370860927153,0.9612386545648692,0.9022774327122153
71.06666666666666,1.1233333333333333,0.9111839283061686,0.8411214953271028,0.927536231884058,0.9192182410423453,0.9629867351305093,0.9050569381468277
71.06666666666666,1.1266666666666665,0.9051785557752525,0.8333333333333334,0.897196261682243,0.9313531353135314,0.9560933818804883,0.9079166666666667
71.06666666666666,1.13,0.9016953456061266,0.8333333333333334,0.8767123287671232,0.9319682959048877,0.9556365195027862,0.9108262505225024
71.13333333333333,1.1,0.9220782566337725,0.9090909090909091,0.9320388349514563,0.9347466048360384,0.9447942905121747,0.8897206437782844
71.13333333333333,1.1033333333333335,0.9254950442117508,0.9090909090909091,0.9320388349514563,0.9476158495634655,0.9461845701072105,0.8925450573457128
71.13333333333333,1.1066666666666667,0.9232927192360275,0.9090909090909091,0.9320388349514563,0.9319682959048877,0.947978096040438,0.895387460192446
71.13333333333333,1.11,0.9226679279617385,0.9090909090909091,0.927536231884058,0.9322761810373307,0.9494779031747705,0.8949584146216244
71.13333333333333,1.1133333333333333,0.9251423391749551,0.9090909090909091,0.927536231884058,0.9332010582010583,0.9580672626649638,0.8978162340337865
71.13333333333333,1.1166666666666667,0.9141691266115857,0.8490566037735849,0.927536231884058,0.9338186631369954,0.9598038170380637,0.9006303172252265
71.13333333333333,1.1199999999999999,0.9135653563704734,0.8411214953271028,0.927536231884058,0.9344370860927153,0.9612386545648692,0.9034933139836219
71.13333333333333,1.1233333333333333,0.9145037919207315,0.8411214953271028,0.927536231884058,0.9344370860927153,0.9629867351305093,0.9064374111692723
71.13333333333333,1.1266666666666665,0.9131340280803109,0.8333333333333334,0.927536231884058,0.9319682959048877,0.9635896337545513,0.9092426455247236
71.13333333333333,1.13,0.9035910336871812,0.8333333333333334,0.8847926267281107,0.9319682959048877,0.9556365195027862,0.9122243929667876
71.2,1.1,0.9222406623960087,0.9090909090909091,0.9320388349514563,0.9344370860927153,0.9447942905121747,0.8908421913327882
71.2,1.1033333333333335,0.9257452192064605,0.9090909090909091,0.9320388349514563,0.9476158495634655,0.9461845701072105,0.8937959323192617
71.2,1.1066666666666667,0.9266740020400828,0.9090909090909091,0.9320388349514563,0.9476158495634655,0.947978096040438,0.8966463205541458
71.2,1.11,0.9230673122591385,0.9090909090909091,0.927536231884058,0.932892561983471,0.9494779031747705,0.8963389551624846
71.2,1.1133333333333333,0.9239785201263327,0.9090909090909091,0.927536231884058,0.9332010582010583,0.9509824635537714,0.8990819379018671
71.2,1.1166666666666667,0.9228490260588469,0.8910891089108911,0.927536231884058,0.9338186631369954,0.9598038170380637,0.9019973093242264
71.2,1.1199999999999999,0.9135407263192301,0.839622641509434,0.927536231884058,0.9344370860927153,0.9612386545648692,0.9048690175450739
71.2,1.1233333333333333,0.9128863600283535,0.8317757009345794,0.927536231884058,0.9344370860927153,0.9629867351305093,0.9076960460999063
71.2,1.1266666666666665,0.9149171974233724,0.8240740740740741,0.9320388349514563,0.9441284710605554,0.9638038123795245,0.9105407946512518
71.2,1.13,0.9097486621396857,0.8240740740740741,0.9230769230769231,0.9325842696629213,0.9556365195027862,0.9133715243817242
71.26666666666667,1.1,0.9211422113810815,0.9090909090909091,0.9320388349514563,0.9344370860927153,0.9379037299437383,0.8922404968265885
71.26666666666667,1.1033333333333335,0.9259899690766833,0.9090909090909091,0.9320388349514563,0.9476158495634655,0.9461845701072105,0.8950196816703748
71.26666666666667,1.1066666666666667,0.9269573220754277,0.9090909090909091,0.9320388349514563,0.9476158495634655,0.947978096040438,0.8980629207308696
71.26666666666667,1.11,0.9219302028055992,0.898989898989899,0.927536231884058,0.932892561983471,0.9494779031747705,0.9007544179957973
71.26666666666667,1.1133333333333333,0.9222523399248693,0.898989898989899,0.927536231884058,0.9335097585180284,0.9507815800591466,0.9004442301732153
71.26666666666667,1.1166666666666667,0.9246909306251829,0.898989898989899,0.927536231884058,0.9338186631369954,0.9598038170380637,0.9033060420768991
71.26666666666667,1.1199999999999999,0.9153845836842276,0.8476190476190476,0.927536231884058,0.9344370860927153,0.9612386545648692,0.9060918982604477
71.26666666666667,1.1233333333333333,0.9140456273420356,0.8317757009345794,0.9320388349514563,0.9344370860927153,0.9629867351305093,0.9089897796009178
71.26666666666667,1.1266666666666665,0.9150529213819866,0.8317757009345794,0.9320388349514563,0.9356763925729443,0.9638038123795245,0.9119698660714286
71.26666666666667,1.13,0.9118478453065471,0.8240740740740741,0.9320388349514563,0.9325842696629213,0.9556365195027862,0.9149055283414975
71.33333333333333,1.1,0.917306626193086,0.8888888888888888,0.9320388349514563,0.9344370860927153,0.9377083333333334,0.8934599876990365
71.33333333333333,1.1033333333333335,0.9222195651459326,0.8888888888888888,0.9320388349514563,0.9476158495634655,0.9461845701072105,0.8963696822186418
71.33333333333333,1.1066666666666667,0.9251532900784408,0.898989898989899,0.9320388349514563,0.9476158495634655,0.947978096040438,0.8991437708469447
71.33333333333333,1.11,0.9253270013107286,0.898989898989899,0.927536231884058,0.9485714285714286,0.9494779031747705,0.9020595439334874
71.33333333333333,1.1133333333333333,0.9234754867748801,0.898989898989899,0.9320388349514563,0.9338186631369954,0.9507815800591466,0.9017484567369038
71.33333333333333,1.1166666666666667,0.9258476994066912,0.898989898989899,0.9320388349514563,0.9338186631369954,0.9598038170380637,0.9045872829170415
71.33333333333333,1.1199999999999999,0.9268612003692848,0.898989898989899,0.9320388349514563,0.9344370860927153,0.9612386545648692,0.9076015272474836
71.33333333333333,1.1233333333333333,0.9158681630667262,0.839622641509434,0.9320388349514563,0.9344370860927153,0.9629867351305093,0.9102555176495161
71.33333333333333,1.1266666666666665,0.9151709624926616,0.8317757009345794,0.9320388349514563,0.9350563286944996,0.9638038123795245,0.9131801355032478
71.33333333333333,1.13,0.9152123067481437,0.8240740740740741,0.9320388349514563,0.948252688172043,0.9556365195027862,0.9160594170403588
71.39999999999999,1.1,0.9041946923878952,0.8484848484848485,0.9056603773584906,0.9344370860927153,0.9377083333333334,0.8946828166700883
71.39999999999999,1.1033333333333335,0.9122455477132266,0.8484848484848485,0.9320388349514563,0.9369189907038512,0.9461845701072105,0.897600494318767
71.39999999999999,1.1066666666666667,0.9162402848056745,0.8484848484848485,0.9365853658536586,0.9476158495634655,0.947978096040438,0.9005372640859622
71.39999999999999,1.11,0.9164458437206274,0.8484848484848485,0.9320388349514563,0.948890383322125,0.9494779031747705,0.9033372486699371
71.39999999999999,1.1133333333333333,0.9147426945403124,0.8484848484848485,0.9320388349514563,0.9394141145139814,0.9507815800591466,0.9029940946921297
71.39999999999999,1.1166666666666667,0.916108522135365,0.8484848484848485,0.9320388349514563,0.9344370860927153,0.9598038170380637,0.9057780241097408
71.39999999999999,1.1199999999999999,0.9169936122715981,0.8484848484848485,0.9320388349514563,0.9344370860927153,0.9612386545648692,0.9087686372641017
71.39999999999999,1.1233333333333333,0.9113360659588814,0.8155339805825242,0.9320388349514563,0.9344370860927153,0.9629867351305093,0.9116836930372023
71.39999999999999,1.1266666666666665,0.9076066609594864,0.7924528301886793,0.9320388349514563,0.9350563286944996,0.9638038123795245,0.9146814985832721
71.39999999999999,1.13,0.9072860509443496,0.7777777777777778,0.9320388349514563,0.948252688172043,0.9608872696099443,0.9174736842105263
71.46666666666667,1.1,0.8966769902716182,0.8181818181818182,0.8967136150234741,0.9350563286944996,0.9377083333333334,0.8957248561249658
71.46666666666667,1.1033333333333335,0.9060302163966367,0.8181818181818182,0.9317073170731708,0.9353662578720583,0.9461845701072105,0.898711118748926
71.46666666666667,1.1066666666666667,0.9094276506545371,0.8181818181818182,0.9317073170731708,0.9476158495634655,0.947978096040438,0.9016551724137931
71.46666666666667,1.11,0.9106352445094423,0.8181818181818182,0.9320388349514563,0.948890383322125,0.9494779031747705,0.9045872829170415
71.46666666666667,1.1133333333333333,0.9111502393533721,0.8181818181818182,0.9320388349514563,0.949528936742934,0.9508820111967888,0.9051195956938627
71.46666666666667,1.1166666666666667,0.9091347554923568,0.8181818181818182,0.9320388349514563,0.9344370860927153,0.9541070482246953,0.9069089900110988
71.46666666666667,1.1199999999999999,0.9112972111483739,0.8181818181818182,0.9320388349514563,0.9350563286944996,0.9612386545648692,0.9099704193492257
71.46666666666667,1.1233333333333333,0.9120884145250037,0.8181818181818182,0.9320388349514563,0.9344370860927153,0.9629867351305093,0.9127975982685191
71.46666666666667,1.1266666666666665,0.902157703993608,0.7641509433962265,0.9320388349514563,0.9350563286944996,0.9638038123795245,0.9157386005463333
71.46666666666667,1.13,0.9052699230955709,0.7641509433962265,0.9320388349514563,0.948252688172043,0.9632408102025506,0.9186663387555775
71.53333333333333,1.1,0.8952975798035553,0.8181818181818182,0.8883720930232558,0.9350563286944996,0.9377083333333334,0.8971693257848687
71.53333333333333,1.1033333333333335,0.9051961799987941,0.8181818181818182,0.9317073170731708,0.9359867330016584,0.9401566579634465,0.8999483737738772
71.53333333333333,1.1066666666666667,0.9096517881093561,0.8181818181818182,0.9317073170731708,0.9476158495634655,0.947978096040438,0.9027758596878884
71.53333333333333,1.11,0.9098962438704794,0.8181818181818182,0.9271844660194175,0.948890383322125,0.9494779031747705,0.9057466486542658
71.53333333333333,1.1133333333333333,0.9109103158820735,0.8181818181818182,0.9271844660194175,0.949528936742934,0.9509824635537714,0.908673894912427
71.53333333333333,1.1166666666666667,0.911298322794343,0.8181818181818182,0.9271844660194175,0.9501683501683502,0.9526934067097047,0.9082635728924242
71.53333333333333,1.1199999999999999,0.9105419325973785,0.8181818181818182,0.9271844660194175,0.9350563286944996,0.9612386545648692,0.9110483955262882
71.53333333333333,1.1233333333333333,0.9115030547127475,0.8181818181818182,0.9271844660194175,0.9350563286944996,0.9629867351305093,0.9141059255374935
71.53333333333333,1.1266666666666665,0.9074435264801567,0.7941176470588235,0.9271844660194175,0.9350563286944996,0.9638038123795245,0.9170553782485182
71.53333333333333,1.13,0.9022578265927086,0.7641509433962265,0.9271844660194175,0.9366080318619316,0.9634512325830654,0.9198944591029024
71.6,1.1,0.8751425763422839,0.7714285714285715,0.8333333333333334,0.9350563286944996,0.9377083333333334,0.8981863149216818
71.6,1.1033333333333335,0.88670810935385,0.7788461538461539,0.8780487804878049,0.9359867330016584,0.939469839281987,0.9011890401516457
71.6,1.1066666666666667,0.8913788093160248,0.7788461538461539,0.8780487804878049,0.947934161907961,0.947978096040438,0.9040868542977664
71.6,1.11,0.8915945504752857,0.7788461538461539,0.8737864077669902,0.948890383322125,0.9494779031747705,0.9069719042663892
71.6,1.1133333333333333,0.8926038776349449,0.7788461538461539,0.8737864077669902,0.949528936742934,0.9509824635537714,0.9098754262648757
71.6,1.1166666666666667,0.8929853411606772,0.7788461538461539,0.8737864077669902,0.9501683501683502,0.9526934067097047,0.909432387312187
71.6,1.1199999999999999,0.8922494844115075,0.7788461538461539,0.8737864077669902,0.9350563286944996,0.9612386545648692,0.9123198771850249
71.6,1.1233333333333333,0.8931995000657522,0.7788461538461539,0.8737864077669902,0.9350563286944996,0.9629867351305093,0.915321874890608
71.6,1.1266666666666665,0.8940525965028414,0.7788461538461539,0.8737864077669902,0.9356763925729443,0.9638038123795245,0.9181502159485937
71.6,1.13,0.8862393013971104,0.7363636363636363,0.8737864077669902,0.9362972793629728,0.9635584137191854,0.9211907697727673
